Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
TEGR,,Tectona grandis L. f.,teak,Verbenaceae
TEGR2,,Tellima grandiflora (Pursh) Douglas ex Lindl.,bigflower tellima,Saxifragaceae
TEGR2,TEOD,Tellima odorata Howell,,
TEGR3,,Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,graylocks four-nerve daisy,Asteraceae
TEGR3,ACGR4,Actinea grandiflora (Torr. & A. Gray ex A. Gray) Kuntze,,
TEGR3,HYGR5,Hymenoxys grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,,
TEGR3,RYGR2,Rydbergia grandiflora (Torr. & A. Gray ex A. Gray) Greene,,
TEGY,,Tetraplasandra gymnocarpa (Hillebr.) Sherff,Koolau Range 'ohe,Araliaceae
TEGY,TEGYL,Tetraplasandra gymnocarpa (Hillebr.) Sherff var. leptocarpa Sherff,,
TEGY,TEGYM,Tetraplasandra gymnocarpa (Hillebr.) Sherff var. megalocarpa Sherff,,
TEGY,TEGYP,Tetraplasandra gymnocarpa (Hillebr.) Sherff var. pupukeensis (O. Deg.) Sherff,,
TEHA,,Tetracoccus hallii Brandegee,Hall's shrubby-spurge,Euphorbiaceae
TEHA,HAFA,Halliophytum fasciculatum auct. non (S. Watson) I.M. Johnst.,,
TEHA,HAFAH,Halliophytum fasciculatum (S. Watson) I.M. Johnst. var. hallii (Brandegee) McMinn,,
TEHA,HAHA6,Halliophytum hallii (Brandegee) I.M. Johnst.,,
TEHA,TEFA,Tetracoccus fasciculatus auct. non (S. Watson) Croizat,,
TEHA,TEFAH,Tetracoccus fasciculatus (S. Watson) Croizat var. hallii (Brandegee) Dressler,,
TEHA2,,Tetraplasandra hawaiensis A. Gray,Hawai'i 'ohe,Araliaceae
TEHA2,TEHAA,Tetraplasandra hawaiensis A. Gray var. awiniensis Sherff,,
TEHA2,TEHAG,Tetraplasandra hawaiensis A. Gray var. gracilis Sherff,,
TEHA2,TEHAM,Tetraplasandra hawaiensis A. Gray var. microcarpa Sherff,,
TEHE,,Tectaria heracleifolia (Willd.) Underw.,broad halberd fern,Dryopteridaceae
TEHE2,,Tetragonotheca helianthoides L.,pineland nerveray,Asteraceae
TEHE2,GOHE,Gonotheca helianthoides (L.) Raf.,,
TEHE3,,Ternstroemia heptasepala Krug & Urb.,saintedwood,Theaceae
TEHE3,TAHE2,Taonabo heptasepala (Krug & Urb.) Britton,,
TEHE4,,Tetraneuris herbacea Greene,eastern fournerved daisy,Asteraceae
TEHE4,ACHE2,Actinea herbacea (Greene) B.L. Rob.,,
TEHE4,HYACG,Hymenoxys acaulis (Pursh) K.F. Parker var. glabra (A. Gray) K.F. Parker,,
TEHE4,HYHE4,Hymenoxys herbacea (Greene) Cusick,,
TEHE5,,Telesonix heucheriformis Rydb.,alumroot brookfoam,Saxifragaceae
TEHE5,BOHE3,Boykinia heucheriformis (Rydb.) Rosend.,,
TEHE5,BOJAH,Boykinia jamesii (Torr.) Engl. var. heucheriformis (Rydb.) Engl.,,
TEHE5,TEJAH,Telesonix jamesii (Torr.) Raf. var. heucheriformis (Rydb.) Bacig.,,
TEHI2,,Tephrosia hispidula (Michx.) Pers.,sprawling hoarypea,Fabaceae
TEHI2,CRHI5,Cracca hispidula (Michx.) Kuntze,,
TEHI2,TEEL3,Tephrosia elegans Nutt.,,
TEHU,,Tetramolopium humile (A. Gray) Hillebr.,alpine tetramolopium,Asteraceae
TEHUH,,Tetramolopium humile (A. Gray) Hillebr. ssp. haleakalae Lowrey,Haleakala tetramolopium,Asteraceae
TEHUH2,,Tetramolopium humile (A. Gray) Hillebr. ssp. humile,alpine tetramolopium,Asteraceae
TEHUH3,,Tetramolopium humile (A. Gray) Hillebr. ssp. humile var. humile,alpine tetramolopium,Asteraceae
TEHUH3,TEHUS,Tetramolopium humile (A. Gray) Hillebr. var. skottsbergii Sherff,,
TEHUS2,,Tetramolopium humile (A. Gray) Hillebr. ssp. humile var. sublaeve Sherff,alpine tetramolopium,Asteraceae
TEIL,,Tetracoccus ilicifolius Coville & Gilman,hollybush,Euphorbiaceae
TEIN,,Tectaria incisa Cav.,incised halberd fern,Dryopteridaceae
TEIN,TEMA,Tectaria martinicensis (Spreng.) Copeland,,
TEIN5,,Tetrapterys inaequalis Cav.,bejuco de sopla,Malpighiaceae
TEIN5,TECI4,Tetrapterys citrifolia auct. non (Sw.) Pers.,,
TEIV,,Tetraneuris ivesiana Greene,Ives' fournerved daisy,Asteraceae
TEIV,HYACI3,Hymenoxys acaulis (Pursh) K.F. Parker var. ivesiana (Greene) K.F. Parker,,
TEIV,HYARI,Hymenoxys argentea (A. Gray) K.F. Parker var. ivesiana (Greene) Cronquist,,
TEIV,HYIV,Hymenoxys ivesiana (Greene) K.F. Parker,,
TEIV,TEMA2,Tetraneuris mancosensis A. Nelson,,
TEIV,TEPI2,Tetraneuris pilosa Cockerell,,
TEIV2,,Terminalia ivorensis A. Chev.,Ivory Coast almond,Combretaceae
TEJA,,Telesonix jamesii (Torr.) Raf.,James' telesonix,Saxifragaceae
TEJA,BOJA,Boykinia jamesii (Torr.) Engl.,,
TEJA,SAJA5,Saxifraga jamesii Torr.,,
TEKA3,,Tetraplasandra kavaiensis (H. Mann) Sherff,'ohe'ohe,Araliaceae
TEKA3,TEKAD,Tetraplasandra kavaiensis (H. Mann) Sherff var. dipyrena (H. Mann) Sherff,,
TEKA3,TEKAG,Tetraplasandra kavaiensis (H. Mann) Sherff var. grandis Sherff,,
TEKA3,TEKAI,Tetraplasandra kavaiensis (H. Mann) Sherff var. intercedens Sherff,,
TEKA3,TEKAK,Tetraplasandra kavaiensis (H. Mann) Sherff var. koloana Sherff,,
TEKA3,TEKAN,Tetraplasandra kavaiensis (H. Mann) Sherff var. nahikuensis Sherff,,
TEKA3,TEKAO,Tetraplasandra kavaiensis (H. Mann) Sherff var. occidua O. Deg. & Sherff,,
TEKA3,TEKAR,Tetraplasandra kavaiensis (H. Mann) Sherff var. robustior Sherff,,
TEKA3,TEMI,Tetraplasandra micrantha Sherff,,
TEKA3,TETU,Tetraplasandra turbens Sherff,,
TEKJ,,Tephroseris kjellmanii (A.E. Porsild) Holub,Kjellman's groundsel,Asteraceae
TEKJ,SEATD,Senecio atropurpureus (Ledeb.) Fedtsch. var. dentatus (A. Gray) HultÃ©n,,
TEKJ,SEATT,Senecio atropurpureus (Ledeb.) Fedtsch. ssp. tomentosus (Kjellm.) HultÃ©n,,
TEKJ,SEKJ,Senecio kjellmanii A.E. Porsild,,
TEKJ,SETI,Senecio tichomirovii auct. non Schischkin,,
TEKJ,TEATT,Tephroseris atropurpurea (Ledeb.) Holub ssp. tomentosa (Kjellm.) Ã. LÃ¶ve & D. LÃ¶ve,,
TELA,,Teucrium laciniatum Torr.,lacy germander,Lamiaceae
TELA2,,Teramnus labialis (L. f.) Spreng.,blue wiss,Fabaceae
TELAR,,Telaranea Spruce ex Schiffn.,,Lepidoziaceae
TELE,,Tephrosia leiocarpa A. Gray,smoothpod hoarypea,Fabaceae
TELE,CRLE9,Cracca leiocarpa (A. Gray) Kuntze,,
TELE,TEAF,Tephrosia affinis S. Watson,,
TELE,TEVI3,Tephrosia viridis M.E. Jones,,
TELE2,,Tetramolopium lepidotum (Less.) Sherff,Waianae Range tetramolopium,Asteraceae
TELEA,,Tetramolopium lepidotum (Less.) Sherff ssp. arbusculum (A. Gray) Lowrey,Waianae Range tetramolopium,Asteraceae
TELEA,TEAR2,Tetramolopium arbusculum (A. Gray) Sherff,,
TELEL2,,Tetramolopium lepidotum (Less.) Sherff ssp. lepidotum,Waianae Range tetramolopium,Asteraceae
TELEL2,TELEL,Tetramolopium lepidotum (Less.) Sherff var. luxurians (Hillebr.) Sherff,,
TELES2,,Telesonix Raf.,brookfoam,Saxifragaceae
TELFA,,Telfairia Hook.,telfairia,Cucurbitaceae
TELI,,Tephrosia lindheimeri A. Gray,Lindheimer's hoarypea,Fabaceae
TELI3,,Tetraneuris linearifolia (Hook.) Greene,fineleaf fournerved daisy,Asteraceae
TELI6,,Tephroseris lindstroemii (Ostenf.) Ã. LÃ¶ve & D. LÃ¶ve,fuscate groundsel,Asteraceae
TELI6,SEBI10,Senecio bivestitus Cronquist,,
TELI6,SEFU,Senecio fuscatus auct. non Hayek,,
TELI6,SELI6,Senecio lindstroemii (Ostenf.) A.E. Porsild,,
TELI6,SETU,Senecio tundricola auct. non Tolm.,,
TELI6,TETUL,Tephroseris tundricola (Tolm.) Holub var. lindstroemii (Ostenf.) V. Yu.,,
TELIA,,Tetraneuris linearifolia (Hook.) Greene var. arenicola Bierner,fineleaf fournerved daisy,Asteraceae
TELIL,,Tetraneuris linearifolia (Hook.) Greene var. linearifolia,fineleaf fournerved daisy,Asteraceae
TELIL,HYLI7,Hymenoxys linearifolia Hook.,,
TELIO,,Teliostachya Nees,teliostachya,Acanthaceae
TELLI,,Tellima R. Br.,tellima,Saxifragaceae
TELOS,,Teloschistes Norman,teloschistes lichen,Teloschistaceae
TELOS2,,Telosma Coville,telosma,Asclepiadaceae
TELU,,Tetragonotheca ludoviciana (Torr. & A. Gray) A. Gray ex H.M. Hall,Louisiana nerveray,Asteraceae
TELU,HALU2,Halea ludoviciana Torr. & A. Gray,,
TELU2,,Ternstroemia luquillensis Krug & Urb.,palo colorado,Theaceae
TELU2,TALU2,Taonabo luquillensis (Krug & Urb.) Britton,,
TEMN70,,Tetraplodon mnioides (Hedw.) Bruch & Schimp.,entireleaf nitrogen moss,Splachnaceae
TEMN70,TEMNB,Tetraplodon mnioides (Hedw.) Bruch & Schimp. var. brewerianus (Hedw.) Bruch & Schimp.,,
TEMO3,,Tephrosia mohrii (Rydb.) Godfrey,pineland hoarypea,Fabaceae
TEMO3,CRMO8,Cracca mohrii Rydb.,,
TEMU2,,Terminalia muelleri Benth.,Australian almond,Combretaceae
TEMY,,Terminalia myriocarpa van Heurck & MÃ¼ll. Arg.,East Indian almond,Combretaceae
TENE,,Tetramerium nervosum Nees,hairy fournwort,Acanthaceae
TENE,TEHI,Tetramerium hispidum Nees,,
TENE,TENEH,Tetramerium nervosum Nees var. hispidum (Nees) Torr.,,
TENE2,,Telaranea nematodes (Gottsche ex Austin) M. Howe,,Lepidoziaceae
TENI2,,Tephrosia nitens Benth. ex Seem.,,Fabaceae
TENO2,,Tephrosia noctiflora Bojer ex Baker,South African hoarypea,Fabaceae
TENU,,Teesdalia nudicaulis (L.) W.T. Aiton,barestem teesdalia,Brassicaceae
TENU,IBNU,Iberis nudicaulis L.,,
TENU2,,Tetradymia nuttallii Torr. & A. Gray,Nuttall's horsebrush,Asteraceae
TEOA,,Tetraplasandra oahuensis (A. Gray) Harms,'ohe mauka,Araliaceae
TEOA,TEBI3,Tetraplasandra bisattenuata Sherff,,
TEOA,TEKA,Tetraplasandra kaalae (Hillebr.) Harms,,
TEOA,TEKA2,Tetraplasandra kahanana O. Deg. & Sherff,,
TEOA,TEKAM,Tetraplasandra kaalae (Hillebr.) Harms var. multiplex Sherff,,
TEOA,TEKO,Tetraplasandra kohalae Skottsb.,,
TEOA,TELA3,Tetraplasandra lanaiensis Rock,,
TEOA,TELY,Tetraplasandra lydgatei (Hillebr.) Harms,,
TEOA,TELYB,Tetraplasandra lydgatei (Hillebr.) Harms var. brachypoda Sherff,,
TEOA,TELYC,Tetraplasandra lydgatei (Hillebr.) Harms var. coriacea Sherff,,
TEOA,TELYF,Tetraplasandra lydgatei (Hillebr.) Harms var. forbesii Sherff,,
TEOA,TELYL,Tetraplasandra lydgatei (Hillebr.) Harms var. leptorachis O. Deg. & Sherff,,
TEOA,TEME,Tetraplasandra meiandra (Hillebr.) Harms,,
TEOA,TEMEB,Tetraplasandra meiandra (Hillebr.) Harms var. bisobtusa Sherff,,
TEOA,TEMEB2,Tetraplasandra meiandra (Hillebr.) Harms var. bryanii Sherff,,
TEOA,TEMED,Tetraplasandra meiandra (Hillebr.) Harms var. degeneri Sherff,,
TEOA,TEMEH,Tetraplasandra meiandra (Hillebr.) Harms var. hillebrandii Sherff,,
TEOA,TEMEH2,Tetraplasandra meiandra (Hillebr.) Harms var. hiloensis Sherff,,
TEOA,TEMEL,Tetraplasandra meiandra (Hillebr.) Harms var. leptomera Sherff,,
TEOA,TEMEL2,Tetraplasandra meiandra (Hillebr.) Harms var. longipedunculata Skottsb.,,
TEOA,TEMEM,Tetraplasandra meiandra (Hillebr.) Harms var. makalehana Sherff,,
TEOA,TEMEM2,Tetraplasandra meiandra (Hillebr.) Harms var. mauiensis Sherff,,
TEOA,TEMEM3,Tetraplasandra meiandra (Hillebr.) Harms var. molokaiensis Skottsb.,,
TEOA,TEMEO,Tetraplasandra meiandra (Hillebr.) Harms var. occidentalis Skottsb.,,
TEOA,TEMEO2,Tetraplasandra meiandra (Hillebr.) Harms var. olowaluana Sherff,,
TEOA,TEMEO3,Tetraplasandra meiandra (Hillebr.) Harms var. ovalis Sherff,,
TEOA,TEMEP,Tetraplasandra meiandra (Hillebr.) Harms var. polyantha Sherff,,
TEOA,TEMEP2,Tetraplasandra meiandra (Hillebr.) Harms var. polystigmata Sherff,,
TEOA,TEMEP3,Tetraplasandra meiandra (Hillebr.) Harms var. prolifica Sherff,,
TEOA,TEMEP4,Tetraplasandra meiandra (Hillebr.) Harms var. prolificoides Sherff,,
TEOA,TEMER,Tetraplasandra meiandra (Hillebr.) Harms var. ramosior Sherff,,
TEOA,TEMER2,Tetraplasandra meiandra (Hillebr.) Harms var. rhynchocarpa Sherff,,
TEOA,TEMER3,Tetraplasandra meiandra (Hillebr.) Harms var. rhynchocarpoides O. Deg. & Sherff,,
TEOA,TEMER4,Tetraplasandra meiandra (Hillebr.) Harms var. rockii Sherff,,
TEOA,TEMES,Tetraplasandra meiandra (Hillebr.) Harms var. simulans Sherff,,
TEOA,TEMES2,Tetraplasandra meiandra (Hillebr.) Harms var. skottsbergii Sherff,,
TEOA,TEMET,Tetraplasandra meiandra (Hillebr.) Harms var. tenuistylis Sherff,,
TEOA,TEMET2,Tetraplasandra meiandra (Hillebr.) Harms var. tenuistyloides O. Deg. & Sherff,,
TEOA,TEMU,Tetraplasandra munroi Sherff,,
TEOA,TEOAE,Tetraplasandra oahuensis (A. Gray) Harms var. eradiata Sherff,,
TEOA,TEOAF,Tetraplasandra oahuensis (A. Gray) Harms var. fauriei Sherff,,
TEOA,TEOAH,Tetraplasandra oahuensis (A. Gray) Harms var. hailiensis (O. Deg. & Sherff) O. Deg. & Sherff,,
TEOA,TEOAL,Tetraplasandra oahuensis (A. Gray) Harms var. longipes Sherff,,
TEOA,TEOAP,Tetraplasandra oahuensis (A. Gray) Harms var. pseudolongipes O. Deg. & Sherff,,
TEOA,TEOAP2,Tetraplasandra oahuensis (A. Gray) Harms var. pseudorachis Sherff,,
TEOA,TEOAS,"Tetraplasandra oahuensis (A. Gray) Harms var. subglobosa O. Deg., I. Deg. & Sherff",,
TEOA,TEOAV,Tetraplasandra oahuensis (A. Gray) Harms var. venulosior Sherff,,
TEOA,TEPU2,Tetraplasandra pupukeensis Skottsb.,,
TEOA,TEPUD,Tetraplasandra pupukeensis Skottsb. var. decipiens O. Deg. & Sherff,,
TEOA,TEPUM,Tetraplasandra pupukeensis Skottsb. var. megalopoda Sherff,,
TEOA,TEPUN,Tetraplasandra pupukeensis Skottsb. var. nitida O. Deg. & Sherff,,
TEOA,TEPUV,Tetraplasandra pupukeensis Skottsb. var. venosa O. Deg. & Sherff,,
TEOA,TEWA4,Tetraplasandra waianuensis O. Deg.,,
TEOA,TEWAP2,Tetraplasandra waianuensis O. Deg. var. palehuana Sherff,,
TEOB,,Terminalia oblonga (Ruiz & Pav.) Eichler,Peruvian almond,Combretaceae
TEOC2,,Telfairia occidentalis Hook. f.,oysternut,Cucurbitaceae
TEON,,Tephrosia onobrychoides Nutt.,multibloom hoarypea,Fabaceae
TEON,CRAN7,Cracca angustifolia (Featherm.) Pennell,,
TEON,CRON,Cracca onobrychoides (Nutt.) Kuntze,,
TEON,CRTE7,Cracca texana Rydb.,,
TEON,TEAN3,Tephrosia angustifolia Featherm.,,
TEON,TEMU4,Tephrosia multiflora Featherm.,,
TEON,TETE6,Tephrosia texana (Rydb.) Cory,,
TEOR,,Teucrium orientale L.,Oriental germander,Lamiaceae
TEOV,,Tetrodontium ovatum (Funck) SchwÃ¤gr.,ovate tetrodontium moss,Tetraphidaceae
TEOV,TEBRO,Tetrodontium brownianum (Dicks.) SchwÃ¤gr. var. ovatum (Funck) Wijk & Margad.,,
TEOX2,,Tephrosia oxygona Welw. ex Baker,,Fabaceae
TEPA3,,Tetrapanax papyrifer (Hook.) K. Koch,rice-paper plant,Araliaceae
TEPA3,ARPA22,Aralia papyrifera Hook.,,
TEPA3,TEPA,"Tetrapanax papyriferus (Hook.) K. Koch, orth. var.",,
TEPA70,,Tetraplodon pallidus I. Hagen,pale nitrogen moss,Splachnaceae
TEPA70,TEMNP,Tetraplodon mnioides (Hedw.) Bruch & Schimp. ssp. pallidus (I. Hagen) Kindb.,,
TEPA71,,Tetraplodon paradoxus (R. Br.) I. Hagen,paradox nitrogen moss,Splachnaceae
TEPA71,TEMNP2,Tetraplodon mnioides (Hedw.) Bruch & Schimp. var. paradoxus (R. Br.) C.E.O. Jensen,,
TEPE,,Ternstroemia peduncularis DC.,copey vera,Theaceae
TEPE,TAPE5,Taonabo peduncularis (DC.) Britton,,
TEPE2,,Telfairia pedata (Sm. ex Sims) Hook.,oysternut,Cucurbitaceae
TEPE70,,Tetraphis pellucida Hedw.,tetraphis moss,Tetraphidaceae
TEPHR,,Tephrosia Pers.,hoarypea,Fabaceae
TEPHR2,,Tephromela M. Choisy,tephromela lichen,Bacidiaceae
TEPHR3,,Tephroseris (Rchb.) Rchb.,groundsel,Asteraceae
TEPL2,,Tectaria plantaginea (Jacq.) Maxon,plantainleaf halberd fern,Dryopteridaceae
TEPLC,,Tectaria plantaginea (Jacq.) Maxon var. confluens Morton,plantainleaf halberd fern,Dryopteridaceae
TEPO,,Tephrosia potosina Brandegee,Edwards Plateau hoarypea,Fabaceae
TEPO,CRPO12,Cracca potosina (Brandegee) Standl.,,
TEPU,,Tephrosia purpurea (L.) Pers.,fishpoison,Fabaceae
TEPU,CRPU12,Cracca purpurea L.,,
TEPU,TEPI,Tephrosia piscatoria (Dryand.) Pers.,,
TEPU6,,Tetragonolobus purpureus Moench,winged pea,Fabaceae
TEPU6,LOTE8,Lotus tetragonolobus L.,,
TERAM,,Teramnus P. Br.,teramnus,Fabaceae
TERE2,,Tetragonotheca repanda (Buckley) Small,showy nerveray,Asteraceae
TERE2,HARE4,Halea repanda Buckley,,
TERE3,,Tetramolopium remyi (A. Gray) Hillebr.,Awalua Ridge tetramolopium,Asteraceae
TERE3,VIRE8,Vittadinia remyi A. Gray,,
TERE5,,Tetrodontium repandum (Funck) SchwÃ¤gr.,tetrodontium moss,Tetraphidaceae
TERE5,TEBRR,Tetraphis browniana (Funck) Hampe var. repanda (Funck) Hampe,,
TERE6,,Teramnus repens (Taub.) Baker f.,,Fabaceae
TERI2,,Tephrosia richardsiae J.B. Gillett,,Fabaceae
TERMI,,Terminalia L.,tropical almond,Combretaceae
TERNS,,Ternstroemia Mutis ex L. f.,ternstroemia,Theaceae
TERO,,Tetramolopium rockii Sherff,dune tetramolopium,Asteraceae
TEROC,,Tetramolopium rockii Sherff var. calcisabulorum (H. St. John) Lowrey,dune tetramolopium,Asteraceae
TEROC,LUCA17,Luteidiscus calcisabulorus H. St. John,,
TEROC,TECA6,Tetramolopium calcisabulorum (H. St. John) H. St. John,,
TEROR,,Tetramolopium rockii Sherff var. rockii,dune tetramolopium,Asteraceae
TEROR,LURO4,Luteidiscus rockii (Sherff) H. St. John,,
TERU,,Tephrosia rugelii Shuttlw. ex B.L. Rob.,Rugel's hoarypea,Fabaceae
TERU,CRRU6,Cracca rugelii (Shuttlw. ex B.L. Rob.) A. Heller,,
TESA,,Texosporium santi-jacobi (Tuck.) Nadv.,St. Jacob texosporium lichen,Caliciaceae
TESA,CYSA6,Cyphelium santi-jacobi (Tuck.) Zahlbr.,,
TESA2,,Terminalia samoensis Rech.,,Combretaceae
TESC,,Teucrium scorodonia L.,woodland germander,Lamiaceae
TESC2,,Tetraneuris scaposa (DC.) Greene,stemmy four-nerve daisy,Asteraceae
TESCA,,Tetraneuris scaposa (DC.) Greene var. argyrocaulon (K.F. Parker) K.F. Parker,stemmy four-nerve daisy,Asteraceae
TESCA,HYSCA,Hymenoxys scaposa (DC.) K.F. Parker var. argyrocaulon K.F. Parker,,
TESCL,,Tetraneuris scaposa (DC.) Greene var. linearis (Nutt.) Parker,stemmy four-nerve daisy,Asteraceae
TESCL,HYSCL,Hymenoxys scaposa (DC.) K.F. Parker var. linearis (Nutt.) K.F. Parker,,
TESCS,,Tetraneuris scaposa (DC.) Greene var. scaposa,stemmy four-nerve daisy,Asteraceae
TESCS,HYGL5,Hymenoxys glabra (Nutt.) Shinners,,
TESCS,HYSC3,Hymenoxys scaposa (DC.) K.F. Parker,,
TESCS,HYSCG,Hymenoxys scaposa (DC.) K.F. Parker var. glabra (Nutt.) K.F. Parker,,
TESCS,TEFA2,Tetraneuris fastigiata Greene,,
TESCS,TEGL3,Tetraneuris glabra (Nutt.) Greene,,
TESCS,TEST5,Tetraneuris stenophylla Rydb.,,
TESCV,,Tetraneuris scaposa (DC.) Greene var. villosa (Shinners) Shinners,villous four-nerve daisy,Asteraceae
TESCV,HYSCV,Hymenoxys scaposa (DC.) K.F. Parker var. villosa Shinners,,
TESE2,,Tephrosia senna Kunth,anil racimillo,Fabaceae
TESE2,CRCA18,Cracca cathartica (SessÃ© & Moc.) Britton & Millsp.,,
TESE2,TECA15,Tephrosia cathartica (SessÃ© & Moc.) Urb.,,
TESE3,,Tephrosia sessiliflora (Poir.) Hassler,sessileflower hoarypea,Fabaceae
TESE7,,Tetralophozia setiformis (Ehrh.) Schljakov,,Jungermanniaceae
TESE8,,Terminalia sericea Burch. ex DC.,clusterleaf,Combretaceae
TESI2,,Tephrosia sinapou (Buc'hoz) A. Chev.,hoarypea,Fabaceae
TESI2,TETO2,Tephrosia toxicaria (Sw.) Pers.,,
TESP,,Tephrosia spicata (Walter) Torr. & A. Gray,spiked hoarypea,Fabaceae
TESP,CRFL8,Cracca flexuosa (Vail) A. Heller,,
TESP,CRSP7,Cracca spicata (Walter) Kuntze,,
TESP,GASP12,Galega spicata Walter,,
TESP,TEFL3,Tephrosia flexuosa (Vail) Chapm.,,
TESP,TESPS,Tephrosia spicata (Walter) Torr. & A. Gray var. semitonsa Fernald,,
TESP2,,Tetradymia spinosa Hook. & Arn.,shortspine horsebrush,Asteraceae
TEST,,Tecoma stans (L.) Juss. ex Kunth,yellow trumpetbush,Bignoniaceae
TEST,BIST2,Bignonia stans L.,,
TEST,STST19,Stenolobium stans (L.) Seem.,,
TEST,TESTA,Tecoma stans (L.) Juss. ex Kunth var. angustatum Rehder,,
TEST2,,Tetradymia stenolepis Greene,Mojave cottonthorn,Asteraceae
TEST3,,Ternstroemia stahlii Krug & Urb.,mamey de cura,Theaceae
TEST3,TAPA12,Taonabo pachyphylla (Krug & Urb.) Britton,,
TEST3,TAST2,Taonabo stahlii (Krug & Urb.) Britton,,
TESU,,Ternstroemia subsessilis (Britton) Kobuski,el yunque colorado,Theaceae
TESU,TASU,Taonabo subsessilis Britton,,
TESU2,,Terminalia superba Engl. & Diels,superb terminalia,Combretaceae
TESU3,,Tephrosia subtriflora Hochst. ex Baker,,Fabaceae
TESY,,Tetramolopium sylvae Lowrey,seacliff tetramolopium,Asteraceae
TETE2,,Tetragonotheca texana Engelm. & A. Gray ex A. Gray,squarebud daisy,Asteraceae
TETE3,,Tetragonia tetragonioides (Pall.) Kuntze,New Zealand spinach,Aizoaceae
TETE3,TEEX,Tetragonia expansa Murray,,
TETE4,,Tetradymia tetrameres (S.F. Blake) Strother,fourpart horsebrush,Asteraceae
TETE4,TECOT,Tetradymia comosa A. Gray ssp. tetrameres S.F. Blake,,
TETE5,,Tetramolopium tenerrimum (Less.) Nees,Oahu tetramolopium,Asteraceae
TETE5,ASTE16,Aster tenerrimus Less.,,
TETE7,,Tephromela testaceoatra (Vain.) Hertel & Rambold,tephromela lichen,Bacidiaceae
TETE7,LEAR21,Lecidea arctogena (Th. Fr.) H. Olivier,,
TETH,,Tephrosia thurberi (Rydb.) C.E. Wood,Thurber's hoarypea,Fabaceae
TETH,CRTH5,Cracca thurberi Rydb.,,
TETO,,Tetraneuris torreyana (Nutt.) Greene,Torrey's four-nerve daisy,Asteraceae
TETO,HYDE5,Hymenoxys depressa (Torr. & A. Gray ex A. Gray) S.L. Welsh & Reveal,,
TETO,HYTO2,Hymenoxys torreyana (Nutt.) K.F. Parker,,
TETO,TEDE,Tetraneuris depressa (Torr. & A. Gray ex A. Gray) Greene,,
TETR,,Tectaria trifoliata (L.) Cav.,threeleaf halberd fern,Dryopteridaceae
TETRA,,Tetraclea A. Gray,tetraclea,Verbenaceae
TETRA10,,Tetraplodon Bruch & Schimp.,nitrogen moss,Splachnaceae
TETRA11,,Tetraplasandra A. Gray,tetraplasandra,Araliaceae
TETRA12,,Tetraclinis Masters,tetraclinis,Cupressaceae
TETRA13,,Tetracarpidium Pax,tetracarpidium,Euphorbiaceae
TETRA14,,Tetrapanax (K. Koch) K. Koch,tetrapanax,Araliaceae
TETRA16,,Tetramolopium Nees,tetramolopium,Asteraceae
TETRA17,,Tetraneuris Greene,four-nerve daisy,Asteraceae
TETRA18,,Tetragonolobus Scop.,tetragonolobus,Fabaceae
TETRA19,,Tetrapogon Desf.,,Poaceae
TETRA2,,Tetracoccus Engelm. ex Parry,shrubby-spurge,Euphorbiaceae
TETRA20,,Tetraphis Hedw.,tetraphis moss,Tetraphidaceae
TETRA21,,Tetrapterys Cav.,tetrapterys,Malpighiaceae
TETRA22,,Tetralophozia (R.M. Schust.) Schljakov,,Jungermanniaceae
TETRA23,,Tetrastigma (Miq.) Planch.,tetrastigma,Vitaceae
TETRA24,,Tetrachne Nees,,Poaceae
TETRA25,,Tetradium Lour.,tetradium,Rutaceae
TETRA3,,Tetradymia DC.,horsebrush,Asteraceae
TETRA4,,Tetragastris Gaertn.,tetragastris,Burseraceae
TETRA5,,Tetragonotheca L.,nerveray,Asteraceae
TETRA6,,Tetramerium Nees,tetramerium,Acanthaceae
TETRA7,,Tetrazygia Rich. ex DC.,clover ash,Melastomataceae
TETRA8,,Tetramicra Lindl.,wallflower orchid,Orchidaceae
TETRA9,,Tetragonia L.,tetragonia,Aizoaceae
TETRO,,Tetrodontium SchwÃ¤gr.,tetrodontium moss,Tetraphidaceae
TETU2,,Tetraneuris turneri (K.F. Parker) K.F. Parker,Turner's four-nerve daisy,Asteraceae
TETU2,HYTU3,Hymenoxys turneri K.F. Parker,,
TEUCR,,Teucrium L.,germander,Lamiaceae
TEUN,,Teramnus uncinatus (L.) Sw.,cresta de gallo blanco,Fabaceae
TEUR,,Tetrazygia urbanii Cogn.,cenizo,Melastomataceae
TEUR,MEST5,Menendezia stahlii (Cogn.) Britton,,
TEUR,MEUR,Menendezia urbanii (Cogn.) Britton,,
TEUR,TEST4,Tetrazygia stahlii Cogn.,,
TEUR2,,Tetraplodon urceolatus (Hedw.) Bruch & Schimp.,urceolate nitrogen moss,Splachnaceae
TEUR2,TEMNC,Tetraplodon mnioides (Hedw.) Bruch & Schimp. var. cavifolius Schimp.,,
TEUR2,TEMNU,Tetraplodon mnioides (Hedw.) Bruch & Schimp. var. urceolatus (Hedw.) Steere,,
TEVE2,,Tephrosia vestita Vogel,,Fabaceae
TEVE3,,Tetraneuris verdiensis R.A.Denham & B.L.Turner,Verde four-nerve daisy,Asteraceae
